c5,c119,gemma3_4b_it_triplets,phi4mini_instruct_triplets,gemma3_4b_it_triplets_clean,phi4mini_instruct_triplets_clean
19901025055399I,RIGHT ENGINE CAUGHT FIRE ON CLIMB. SHUT DOWN AND RETURNED. OIL DIPSTICK HAD BEEN LEFT OFF.                         ,"<RIGHT ENGINE, HAS CAUSE, FIRE>
<RIGHT ENGINE, EVENT DISTANCE, CLIMB>
<OIL DIPSTICK, HAS EFFECT, SHUT DOWN>
<OIL DIPSTICK, HAS EFFECT, RETURNED>","<RIGHT ENGINE, HAS CAUSE, FIRE>
<RIGHT ENGINE, SHUT DOWN, RETURNED>
<RIGHT ENGINE, HAS EFFECT, OIL DIPSTICK HAD BEEN LEFT OFF>","<RIGHT ENGINE, HAS CAUSE, FIRE>
<RIGHT ENGINE, EVENT DISTANCE, CLIMB>
<OIL DIPSTICK, HAS EFFECT, SHUT DOWN>
<OIL DIPSTICK, HAS EFFECT, RETURNED>","<RIGHT ENGINE, HAS CAUSE, FIRE>
<RIGHT ENGINE, SHUT DOWN, RETURNED>
<RIGHT ENGINE, HAS EFFECT, OIL DIPSTICK HAD BEEN LEFT OFF>"
19901018054419I,"ATC REQUESTED PILOT TO EXPEDITE ROLLOUT. LOST CONTROL, VEERED AND STRUCK LIGHTS. RUNWAY HAD UNGROOVED PATCHES.     ","<ATC, REQUESTED, PILOT>
<PILOT, USED BY, ATC>
<ROLLOUT, HAS EFFECT, LOST CONTROL>
<LOST CONTROL, FOLLOWED BY, VEERED>
<VEERED, HAS EFFECT, STRUCK LIGHTS>
<RUNWAY, LOCATION, RUNWAY>
<RUNWAY, PART OF, PATCHES>
<UNGROOVED PATCHES, HAS CAUSE, RUNWAY>","<ATC REQUESTED PILOT, USED BY, EXPEDITE ROLLOUT>
<LOST CONTROL, HAS EFFECT, VEERED AND STRUCK LIGHTS>
<UNGROOVED PATCHES, LOCATION, RUNWAY>","<ATC, REQUESTED, PILOT>
<PILOT, USED BY, ATC>
<ROLLOUT, HAS EFFECT, LOST CONTROL>
<LOST CONTROL, FOLLOWED BY, VEERED>
<VEERED, HAS EFFECT, STRUCK LIGHTS>
<RUNWAY, LOCATION, RUNWAY>
<RUNWAY, PART OF, PATCHES>
<UNGROOVED PATCHES, HAS CAUSE, RUNWAY>","<ATC REQUESTED PILOT, USED BY, EXPEDITE ROLLOUT>
<LOST CONTROL, HAS EFFECT, VEERED AND STRUCK LIGHTS>
<UNGROOVED PATCHES, LOCATION, RUNWAY>"
19901005044379A,PARTIAL POWERLOSS ON CLIMBOUT. CRASH LANDED TRYING TO RETURN. HAD KNOWN EXHAUST SYSTEM LEAKS. OUT OF ANNUAL.       ,"<PARTIAL POWERLOSS, EVENT DISTANCE, CLIMBOUT>
<CRASH LANDED, FOLLOWED BY, TRYING TO RETURN>
<HAD KNOWN EXHAUST SYSTEM LEAKS, HAS CAUSE, CRASH LANDED>
<OUT OF ANNUAL, TIME PERIOD, ANNUAL>",,"<PARTIAL POWERLOSS, EVENT DISTANCE, CLIMBOUT>
<CRASH LANDED, FOLLOWED BY, TRYING TO RETURN>
<HAD KNOWN EXHAUST SYSTEM LEAKS, HAS CAUSE, CRASH LANDED>
<OUT OF ANNUAL, TIME PERIOD, ANNUAL>",
19901017046219A,ENGINE QUIT ON CLIMBOUT. FORCE LANDED IN LAKE OFF END OF RUNWAY. PILOT BELIEVED FUEL SELECTOR OFF ON TAKEOFF.      ,"<ENGINE, HAS CAUSE, ENGINE QUIT>
<ENGINE QUIT, EVENT DISTANCE, CLIMBOUT>
<FORCE LANDED, INSTANCE OF, ENGINE QUIT>
<FORCE LANDED, LOCATION, LAKE>
<FORCE LANDED, PART OF, RUNWAY>
<PILOT, USED BY, FUEL SELECTOR>
<FUEL SELECTOR, HAS EFFECT, TAKEOFF>","<ENGINE QUIT, CAUSE, CLIMBOUT>
<ENGINE QUIT, EVENT DISTANCE, LAKE OFF END OF RUNWAY>
<FUEL SELECTOR OFF, CAUSE, PILOT BELIEVED>
<FUEL SELECTOR OFF, EVENT DISTANCE, TAKEOFF>","<ENGINE, HAS CAUSE, ENGINE QUIT>
<ENGINE QUIT, EVENT DISTANCE, CLIMBOUT>
<FORCE LANDED, INSTANCE OF, ENGINE QUIT>
<FORCE LANDED, LOCATION, LAKE>
<FORCE LANDED, PART OF, RUNWAY>
<PILOT, USED BY, FUEL SELECTOR>
<FUEL SELECTOR, HAS EFFECT, TAKEOFF>","<ENGINE QUIT, CAUSE, CLIMBOUT>
<ENGINE QUIT, EVENT DISTANCE, LAKE OFF END OF RUNWAY>
<FUEL SELECTOR OFF, CAUSE, PILOT BELIEVED>
<FUEL SELECTOR OFF, EVENT DISTANCE, TAKEOFF>"
19901031063969I,NOSE GEAR COLLAPSED ON ROLLOUT. NO MECHANICAL FAILURE BUT HYDRAULIC RESERVOIR LOW AND GEAR DID NOT LOCK.           ,"<NOSE GEAR COLLAPSED ON ROLLOUT, INSTANCE OF, COLLAPSE>
<HYDRAULIC RESERVOIR, HAS EFFECT, GEAR DID NOT LOCK>","<NOSE GEAR COLLAPSED, HAS CAUSE, HYDRAULIC RESERVOIR LOW>
<NOSE GEAR COLLAPSED, HAS CAUSE, GEAR DID NOT LOCK>","<NOSE GEAR COLLAPSED ON ROLLOUT, INSTANCE OF, COLLAPSE>
<HYDRAULIC RESERVOIR, HAS EFFECT, GEAR DID NOT LOCK>","<NOSE GEAR COLLAPSED, HAS CAUSE, HYDRAULIC RESERVOIR LOW>
<NOSE GEAR COLLAPSED, HAS CAUSE, GEAR DID NOT LOCK>"
19900908047359A,PILOT REPORT SEAT SLID BACK ON TAKEOFF ROLL. UNABLE REACH CONTROLS RAN OFF END RUNWAY. NO DEFECTS IN SEAT LATCH.   ,"<PILOT REPORT, INSTANCE OF, SEAT SLID BACK ON TAKEOFF ROLL>
<SEAT SLID BACK ON TAKEOFF ROLL, HAS EFFECT, UNABLE REACH CONTROLS>
<UNABLE REACH CONTROLS, FOLLOWED BY, RAN OFF END RUNWAY>
<SEAT LATCH, LACK OF, DEFECTS>","<SEAT SLID BACK, CAUSE, UNABLE REACH CONTROLS>
<UNABLE REACH CONTROLS, HAS EFFECT, RAN OFF END RUNWAY>
<SEAT LATCH, HAS NO DEFECTS, NO DEFECTS IN SEAT LATCH>","<PILOT REPORT, INSTANCE OF, SEAT SLID BACK ON TAKEOFF ROLL>
<SEAT SLID BACK ON TAKEOFF ROLL, HAS EFFECT, UNABLE REACH CONTROLS>
<UNABLE REACH CONTROLS, FOLLOWED BY, RAN OFF END RUNWAY>
<SEAT LATCH, LACK OF, DEFECTS>","<SEAT SLID BACK, CAUSE, UNABLE REACH CONTROLS>
<UNABLE REACH CONTROLS, HAS EFFECT, RAN OFF END RUNWAY>
<SEAT LATCH, HAS NO DEFECTS, NO DEFECTS IN SEAT LATCH>"
19900926042499A,ROUGH ENGINE POWER LOSS AND BLACK SMOKE. HIT TREE IN YARD OF RESIDENCE. PRIMER UNLOCKED AND DEPARTED ON ONE MAGNETO,"<ENGINE POWER LOSS, HAS CAUSE, BLACK SMOKE>
<ENGINE POWER LOSS, HAS EFFECT, PRIMER UNLOCKED>
<ENGINE POWER LOSS, HAS EFFECT, DEPARTED ON ONE MAGNETO>
<BLACK SMOKE, HAS EFFECT, HIT TREE>
<HIT TREE, PART OF, YARD OF RESIDENCE>","<ROUGH ENGINE POWER LOSS, HAS CAUSE, HIT TREE IN YARD OF RESIDENCE>
<PRIMER UNLOCKED, HAS EFFECT, DEPARTED ON ONE MAGNETO>","<ENGINE POWER LOSS, HAS CAUSE, BLACK SMOKE>
<ENGINE POWER LOSS, HAS EFFECT, PRIMER UNLOCKED>
<ENGINE POWER LOSS, HAS EFFECT, DEPARTED ON ONE MAGNETO>
<BLACK SMOKE, HAS EFFECT, HIT TREE>
<HIT TREE, PART OF, YARD OF RESIDENCE>","<ROUGH ENGINE POWER LOSS, HAS CAUSE, HIT TREE IN YARD OF RESIDENCE>
<PRIMER UNLOCKED, HAS EFFECT, DEPARTED ON ONE MAGNETO>"
19910131001309I,AIRCRAFT PASSENGER DOOR BLEW OPEN AND SEPARATED ON CLIMB. RETURNED AND LANDED WITHOUT INCIDENT.                    ,"<AIRCRAFT PASSENGER DOOR, EVENT DISTANCE, CLIMB>
<AIRCRAFT PASSENGER DOOR, HAS EFFECT, SEPARATED>
<AIRCRAFT, RETURNED, WITHOUT INCIDENT>","<RETURNED AND LANDED, EVENT DISTANCE, AFTER CLIMB>
<RETURNED AND LANDED, EVENT DISTANCE, BEFORE INCIDENT>
<RETURNED AND LANDED, EVENT DISTANCE, AFTER INCIDENT>
<RETURNED AND LANDED, EVENT DISTANCE, AFTER INCIDENT>
<RETURNED AND LANDED, EVENT DISTANCE, BEFORE INCIDENT>","<AIRCRAFT PASSENGER DOOR, EVENT DISTANCE, CLIMB>
<AIRCRAFT PASSENGER DOOR, HAS EFFECT, SEPARATED>
<AIRCRAFT, RETURNED, WITHOUT INCIDENT>","<RETURNED AND LANDED, EVENT DISTANCE, AFTER CLIMB>
<RETURNED AND LANDED, EVENT DISTANCE, BEFORE INCIDENT>
<RETURNED AND LANDED, EVENT DISTANCE, AFTER INCIDENT>
<RETURNED AND LANDED, EVENT DISTANCE, AFTER INCIDENT>
<RETURNED AND LANDED, EVENT DISTANCE, BEFORE INCIDENT>"
19910315005409I,RESTARTED MOVEMENT OF CONTROL WHEEL ON TAKEOFF. ABORTED.VEERED OFF RUNWAY. FOLDED SEAT BACK RESTRICTED WHEEL.      ,"<MOVEMENT OF CONTROL WHEEL, HAS EFFECT, ABORTED>
<MOVEMENT OF CONTROL WHEEL, HAS CAUSE, FOLDED SEAT BACK RESTRICTED WHEEL>
<VEERED OFF RUNWAY, EVENT DISTANCE, RUNWAY>","<RESTARTED MOVEMENT OF CONTROL WHEEL, EVENT DISTANCE, TAKEOFF>
<ABORTED, EVENT DISTANCE, TAKEOFF>
<FOLDED SEAT BACK, EVENT DISTANCE, TAKEOFF>
<RESTRICTED WHEEL, EVENT DISTANCE, TAKEOFF>","<MOVEMENT OF CONTROL WHEEL, HAS EFFECT, ABORTED>
<MOVEMENT OF CONTROL WHEEL, HAS CAUSE, FOLDED SEAT BACK RESTRICTED WHEEL>
<VEERED OFF RUNWAY, EVENT DISTANCE, RUNWAY>","<RESTARTED MOVEMENT OF CONTROL WHEEL, EVENT DISTANCE, TAKEOFF>
<ABORTED, EVENT DISTANCE, TAKEOFF>
<FOLDED SEAT BACK, EVENT DISTANCE, TAKEOFF>
<RESTRICTED WHEEL, EVENT DISTANCE, TAKEOFF>"
19910330007919I,LANDED GEAR UP. ABORTED TAKEOFF AFTER LIFTOFF WITH GEAR UP. DUE TO RIGHT ENGINE COWLING NOT BEING SECURED.         ,"<LANDED GEAR UP, HAS CAUSE, RIGHT ENGINE COWLING NOT BEING SECURED>
<ABORTED TAKEOFF, HAS CAUSE, RIGHT ENGINE COWLING NOT BEING SECURED>
<LIFTOFF, EVENT DISTANCE, ABORTED TAKEOFF>","<LIFTOFF, ABORTED BY, RIGHT ENGINE COWLING NOT BEING SECURED>","<LANDED GEAR UP, HAS CAUSE, RIGHT ENGINE COWLING NOT BEING SECURED>
<ABORTED TAKEOFF, HAS CAUSE, RIGHT ENGINE COWLING NOT BEING SECURED>
<LIFTOFF, EVENT DISTANCE, ABORTED TAKEOFF>","<LIFTOFF, ABORTED BY, RIGHT ENGINE COWLING NOT BEING SECURED>"
19910313026919I,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT.                  ,"<ATC SYSTEM ERROR, HAS CAUSE, CONFLICTION>
<CONFLICTION, INSTANCE OF, BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT>","<ATC SYSTEM ERROR, HAS CAUSE, CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT>","<ATC SYSTEM ERROR, HAS CAUSE, CONFLICTION>
<CONFLICTION, INSTANCE OF, BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT>","<ATC SYSTEM ERROR, HAS CAUSE, CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT>"
19901209057909A,TAXIED WITHOUT REMOVING TOW BAR IN NOSE GEAR. PROP HIT TOW BAR AND HURLED IT INTO LEFT WING.                       ,"<PROP, HIT, TOW BAR>
<TOW BAR, PART OF, NOSE GEAR>
<LEFT WING, HAS EFFECT, PROP>","<TOW BAR, HAS CAUSE, PROP HIT>
<TOW BAR, HAS EFFECT, HURLED IT INTO LEFT WING>","<PROP, HIT, TOW BAR>
<TOW BAR, PART OF, NOSE GEAR>
<LEFT WING, HAS EFFECT, PROP>","<TOW BAR, HAS CAUSE, PROP HIT>
<TOW BAR, HAS EFFECT, HURLED IT INTO LEFT WING>"
19910102001329I,FUEL EXHAUSTION. SWITCHED TANKS BUT UNABLE TO RESTART. LANDED ON HIGHWAY. FUEL DRAIN TRAPPED OPEN AND LEAKING.     ,"<FUEL EXHAUSTION, HAS CAUSE, SWITCHED TANKS>
<FUEL EXHAUSTION, HAS EFFECT, UNABLE TO RESTART>
<FUEL EXHAUSTION, LOCATION, HIGHWAY>
<FUEL EXHAUSTION, HAS CAUSE, FUEL DRAIN TRAPPED OPEN>
<FUEL EXHAUSTION, HAS EFFECT, LEAKING>","<FUEL EXHAUSTION, HAS CAUSE, SWITCHED TANKS>
<FUEL EXHAUSTION, HAS CAUSE, UNABLE TO RESTART>
<FUEL EXHAUSTION, HAS CAUSE, LANDED ON HIGHWAY>
<FUEL DRAIN, HAS EFFECT, OPEN AND LEAKING>","<FUEL EXHAUSTION, HAS CAUSE, SWITCHED TANKS>
<FUEL EXHAUSTION, HAS EFFECT, UNABLE TO RESTART>
<FUEL EXHAUSTION, LOCATION, HIGHWAY>
<FUEL EXHAUSTION, HAS CAUSE, FUEL DRAIN TRAPPED OPEN>
<FUEL EXHAUSTION, HAS EFFECT, LEAKING>","<FUEL EXHAUSTION, HAS CAUSE, SWITCHED TANKS>
<FUEL EXHAUSTION, HAS CAUSE, UNABLE TO RESTART>
<FUEL EXHAUSTION, HAS CAUSE, LANDED ON HIGHWAY>
<FUEL DRAIN, HAS EFFECT, OPEN AND LEAKING>"
19910210005989I,TAKEOFF WARNING HORN SOUNDED ON TAKEOFF ROLL. ABORTED. SPEEDBRAKE HANDLE WAS FULLY STOWED IN DOWN DETENT.          ,"<TAKE OFF WARNING HORN, SOUNDED ON, TAKEOFF ROLL>
<ABORTED, HAS CAUSE, SPEEDBRAKE HANDLE WAS FULLY STOWED IN DOWN DETENT>
<SPEEDBRAKE HANDLE, STOWED IN, DOWN DETENT>","<TAKEOFF WARNING HORN, SOUNDED, ON TAKEOFF ROLL>
<ABORTED, EVENT, TAKEOFF WARNING HORN SOUNDED>
<SPEEDBRAKE HANDLE, STOWED, DOWN DETENT>","<TAKE OFF WARNING HORN, SOUNDED ON, TAKEOFF ROLL>
<ABORTED, HAS CAUSE, SPEEDBRAKE HANDLE WAS FULLY STOWED IN DOWN DETENT>
<SPEEDBRAKE HANDLE, STOWED IN, DOWN DETENT>","<TAKEOFF WARNING HORN, SOUNDED, ON TAKEOFF ROLL>
<ABORTED, EVENT, TAKEOFF WARNING HORN SOUNDED>
<SPEEDBRAKE HANDLE, STOWED, DOWN DETENT>"
19910326007669A,WHILE TAXIING FOR TAKEOFF PAVEMENT GAVE AWAY. WHEEL FELL THRU DEEP HOLE. PAVEMENT UNDERMINED BY BROKEN DRAIN PIPE. ,"<PAVEMENT, HAS EFFECT, WHEEL FELL THRU>
<PAVEMENT, HAS EFFECT, DEEP HOLE>
<PAVEMENT, HAS CAUSE, BROKEN DRAIN PIPE>
<BROKEN DRAIN PIPE, HAS EFFECT, PAVEMENT UNDERMINED>","<TAXIING FOR TAKEOFF, EVENT DISTANCE, PAVEMENT GAVE AWAY>
<WHEEL, HAS CAUSE, FELL THRU DEEP HOLE>
<PAVEMENT, HAS CAUSE, UNDERMINED BY BROKEN DRAIN PIPE>","<PAVEMENT, HAS EFFECT, WHEEL FELL THRU>
<PAVEMENT, HAS EFFECT, DEEP HOLE>
<PAVEMENT, HAS CAUSE, BROKEN DRAIN PIPE>
<BROKEN DRAIN PIPE, HAS EFFECT, PAVEMENT UNDERMINED>","<TAXIING FOR TAKEOFF, EVENT DISTANCE, PAVEMENT GAVE AWAY>
<WHEEL, HAS CAUSE, FELL THRU DEEP HOLE>
<PAVEMENT, HAS CAUSE, UNDERMINED BY BROKEN DRAIN PIPE>"
19910211006919I,FUEL EXHAUSTION. EMERGENCY LANDING ON A DIRT ROAD. FOUND FUEL CAP OFF FILLER NECK OF FUEL TANK.                    ,"<FUEL EXHAUSTION, HAS CAUSE, EMERGENCY LANDING>
<EMERGENCY LANDING, LOCATION, DIRT ROAD>
<FUEL CAP, PART OF, FUEL TANK>
<FUEL CAP, LOCATION, FILLER NECK>","<FUEL CAP, HAS CAUSE, FUEL TANK>
<FUEL TANK, HAS CAUSE, EMERGENCY LANDING>
<FUEL TANK, HAS CAUSE, FUEL EXHAUSTION>","<FUEL EXHAUSTION, HAS CAUSE, EMERGENCY LANDING>
<EMERGENCY LANDING, LOCATION, DIRT ROAD>
<FUEL CAP, PART OF, FUEL TANK>
<FUEL CAP, LOCATION, FILLER NECK>","<FUEL CAP, HAS CAUSE, FUEL TANK>
<FUEL TANK, HAS CAUSE, EMERGENCY LANDING>
<FUEL TANK, HAS CAUSE, FUEL EXHAUSTION>"
19901204052779A,"HIGH ALTITUDE TAKEOFF,RICH MIXTURE AND FULL FLAPS. ROTATED NOSE HIGH,STALLED IMPACTED RUNWAY. NOSED OVER.          ","<HIGH ALTITUDE TAKEOFF, INSTANCE OF, EVENT>
<RICH MIXTURE, HAS EFFECT, STALLED>
<FULL FLAPS, HAS EFFECT, STALLED>
<ROTATED NOSE HIGH, HAS CAUSE, STALLED>
<STALLED, HAS CAUSE, IMPACTED RUNWAY>
<IMPACTED RUNWAY, HAS EFFECT, NOSED OVER>
<NOSED OVER, INSTANCE OF, EVENT>","<HIGH ALTITUDE TAKEOFF, HAS CAUSE, ROTATED NOSE HIGH>
<HIGH ALTITUDE TAKEOFF, HAS CAUSE, STALLED>
<HIGH ALTITUDE TAKEOFF, HAS CAUSE, IMPACTED RUNWAY>
<HIGH ALTITUDE TAKEOFF, HAS CAUSE, NOSED OVER>","<HIGH ALTITUDE TAKEOFF, INSTANCE OF, EVENT>
<RICH MIXTURE, HAS EFFECT, STALLED>
<FULL FLAPS, HAS EFFECT, STALLED>
<ROTATED NOSE HIGH, HAS CAUSE, STALLED>
<STALLED, HAS CAUSE, IMPACTED RUNWAY>
<IMPACTED RUNWAY, HAS EFFECT, NOSED OVER>
<NOSED OVER, INSTANCE OF, EVENT>","<HIGH ALTITUDE TAKEOFF, HAS CAUSE, ROTATED NOSE HIGH>
<HIGH ALTITUDE TAKEOFF, HAS CAUSE, STALLED>
<HIGH ALTITUDE TAKEOFF, HAS CAUSE, IMPACTED RUNWAY>
<HIGH ALTITUDE TAKEOFF, HAS CAUSE, NOSED OVER>"
19901216062489I,ENGINE FAILED. FORCED LANDING IN FIELD. LEFT FUEL TANK CAP MISSING. HAD NEGATIVE PRESSURE FUEL STARVATION.         ,"<ENGINE, HAS CAUSE, ENGINE FAILED>
<ENGINE FAILED, HAS EFFECT, FORCED LANDING>
<FORCED LANDING, LOCATION, FIELD>
<FUEL TANK CAP, PART OF, LEFT FUEL TANK>
<LEFT FUEL TANK, HAS EFFECT, HAD NEGATIVE PRESSURE FUEL STARVATION>","<ENGINE, HAS CAUSE, FORCED LANDING IN FIELD>
<ENGINE, HAS CAUSE, LEFT FUEL TANK CAP MISSING>
<ENGINE, HAS CAUSE, NEGATIVE PRESSURE FUEL STARVATION>","<ENGINE, HAS CAUSE, ENGINE FAILED>
<ENGINE FAILED, HAS EFFECT, FORCED LANDING>
<FORCED LANDING, LOCATION, FIELD>
<FUEL TANK CAP, PART OF, LEFT FUEL TANK>
<LEFT FUEL TANK, HAS EFFECT, HAD NEGATIVE PRESSURE FUEL STARVATION>","<ENGINE, HAS CAUSE, FORCED LANDING IN FIELD>
<ENGINE, HAS CAUSE, LEFT FUEL TANK CAP MISSING>
<ENGINE, HAS CAUSE, NEGATIVE PRESSURE FUEL STARVATION>"
19901219063559I,RIGHT WING TOUCHED RUNWAY ON LANDING. CO-PILOT STATED BETA LIGHT ON RIGHT ENGINE CAME ON.                          ,"<RIGHT WING, HAS EFFECT, TOUCHED RUNWAY ON LANDING>
<RIGHT ENGINE, HAS CAUSE, BETA LIGHT ON>","<RIGHT WING, EVENT DISTANCE, RUNWAY>
<CO-PILOT, EVENT DISTANCE, BETA LIGHT ON RIGHT ENGINE CAME ON>","<RIGHT WING, HAS EFFECT, TOUCHED RUNWAY ON LANDING>
<RIGHT ENGINE, HAS CAUSE, BETA LIGHT ON>","<RIGHT WING, EVENT DISTANCE, RUNWAY>
<CO-PILOT, EVENT DISTANCE, BETA LIGHT ON RIGHT ENGINE CAME ON>"
19910116004419I,GEAR HANDLE WAS IN UP POSITION AND CREW FAILED TO NOTICE. NOSE GEAR RETRACTED WHEN ENGINE WAS STARTED.             ,"<GEAR HANDLE, INSTANCE OF, UP POSITION>
<CREW, FAILED TO NOTICE, GEAR HANDLE>
<NOSE GEAR, RETRACTED WHEN, ENGINE WAS STARTED>","<NOSE GEAR, IN UP POSITION, GEAR HANDLE>
<NOSE GEAR, RETRACTS, WHEN ENGINE WAS STARTED>","<GEAR HANDLE, INSTANCE OF, UP POSITION>
<CREW, FAILED TO NOTICE, GEAR HANDLE>
<NOSE GEAR, RETRACTED WHEN, ENGINE WAS STARTED>","<NOSE GEAR, IN UP POSITION, GEAR HANDLE>
<NOSE GEAR, RETRACTS, WHEN ENGINE WAS STARTED>"
19901204058499I,BANGING NOISE DURING TAKEOFF. RETURNED. FOUND FUELING ACCESS DOOR UNLATCHED.                                       ,"<BANGING NOISE, HAS CAUSE, TAKEOFF>
<BANGING NOISE, EVENT DISTANCE, RETURNED>
<FUELING ACCESS DOOR UNLATCHED, INSTANCE OF, UNLATCHED DOOR>","<BANGING NOISE DURING TAKEOFF, EVENT DISTANCE, RETURNED>
<FUELING ACCESS DOOR, STATE, UNLATCHED>","<BANGING NOISE, HAS CAUSE, TAKEOFF>
<BANGING NOISE, EVENT DISTANCE, RETURNED>
<FUELING ACCESS DOOR UNLATCHED, INSTANCE OF, UNLATCHED DOOR>","<BANGING NOISE DURING TAKEOFF, EVENT DISTANCE, RETURNED>
<FUELING ACCESS DOOR, STATE, UNLATCHED>"
19901209053329A,LOST ELECTRONICS. LOST CONTROL ON LANDING WITH MANUAL GEAR NOT LOCKED. HAD FAILED TURN ON GENERATOR SWITCH.        ,"<LOST ELECTRONICS, HAS CAUSE, LOST CONTROL ON LANDING>
<LOST CONTROL ON LANDING, HAS CAUSE, MANUAL GEAR NOT LOCKED>
<LOST CONTROL ON LANDING, HAS CAUSE, HAD FAILED TURN ON GENERATOR SWITCH>","<LOST ELECTRONICS, HAS CAUSE, LOST CONTROL ON LANDING>
<LOST CONTROL ON LANDING, HAS CAUSE, HAD FAILED TO TURN ON GENERATOR SWITCH>
<LOST CONTROL ON LANDING, HAS CAUSE, MANUAL GEAR NOT LOCKED>","<LOST ELECTRONICS, HAS CAUSE, LOST CONTROL ON LANDING>
<LOST CONTROL ON LANDING, HAS CAUSE, MANUAL GEAR NOT LOCKED>
<LOST CONTROL ON LANDING, HAS CAUSE, HAD FAILED TURN ON GENERATOR SWITCH>","<LOST ELECTRONICS, HAS CAUSE, LOST CONTROL ON LANDING>
<LOST CONTROL ON LANDING, HAS CAUSE, HAD FAILED TO TURN ON GENERATOR SWITCH>
<LOST CONTROL ON LANDING, HAS CAUSE, MANUAL GEAR NOT LOCKED>"
19910118004489I,ENGINE OVERHEATING. DIVERTED FOR LANDING. FOUND ENGINE INLET COVERS IN PLACE. PILOT STATED RUSHED PREFLIGHT.       ,"<ENGINE OVERHEATING, HAS CAUSE, DIVERTED FOR LANDING>
<DIVERTED FOR LANDING, PART OF, ENGINE OVERHEATING>
<ENGINE INLET COVERS, LOCATION, ENGINE>
<PILOT, USED BY, ENGINE>
<RUSHED PREFLIGHT, FOLLOWED BY, DIVERTED FOR LANDING>","<ENGINE OVERHEATING, CAUSE, DIVERTED FOR LANDING>
<ENGINE INLET COVERS, FOUND IN, ENGINE>
<PILOT, STATED, RUSHED PREFLIGHT>","<ENGINE OVERHEATING, HAS CAUSE, DIVERTED FOR LANDING>
<DIVERTED FOR LANDING, PART OF, ENGINE OVERHEATING>
<ENGINE INLET COVERS, LOCATION, ENGINE>
<PILOT, USED BY, ENGINE>
<RUSHED PREFLIGHT, FOLLOWED BY, DIVERTED FOR LANDING>","<ENGINE OVERHEATING, CAUSE, DIVERTED FOR LANDING>
<ENGINE INLET COVERS, FOUND IN, ENGINE>
<PILOT, STATED, RUSHED PREFLIGHT>"
19910210001909A,LOST POWER ON OVERWATER CLIMBOUT AND DITCHED. HAD FAILED TO TURN ON REQUIRED BOOST PUMP SWITCHES.                  ,"<OVERWATER CLIMBOUT, EVENT DISTANCE, DITCHED>
<BOOST PUMP SWITCHES, FAILED TO TURN ON, REQUIRED>","<LAST FLIGHT, EVENT DISTANCE, OVERWATER CLIMBOUT>
<LAST FLIGHT, EVENT DISTANCE, DITCHED>
<LAST FLIGHT, HAS CAUSE, FAILED TO TURN ON REQUIRED BOOST PUMP SWITCHES>","<OVERWATER CLIMBOUT, EVENT DISTANCE, DITCHED>
<BOOST PUMP SWITCHES, FAILED TO TURN ON, REQUIRED>","<LAST FLIGHT, EVENT DISTANCE, OVERWATER CLIMBOUT>
<LAST FLIGHT, EVENT DISTANCE, DITCHED>
<LAST FLIGHT, HAS CAUSE, FAILED TO TURN ON REQUIRED BOOST PUMP SWITCHES>"
19910324012559I,FUEL LEAKING FROM AIRCRAFT. RETURNED. FOUND RIGHT FUEL CAP WAS MISSING.                                            ,"<FUEL LEAKING, HAS EFFECT, AIRCRAFT>
<FUEL LEAKING, PART OF, RETURNED>
<MISSING FUEL CAP, INSTANCE OF, FUEL CAP>","<FUEL CAP, MISSING, RIGHT FUEL CAP>
<FUEL LEAKING, RETURNED, AIRCRAFT>","<FUEL LEAKING, HAS EFFECT, AIRCRAFT>
<FUEL LEAKING, PART OF, RETURNED>
<MISSING FUEL CAP, INSTANCE OF, FUEL CAP>","<FUEL CAP, MISSING, RIGHT FUEL CAP>
<FUEL LEAKING, RETURNED, AIRCRAFT>"
