c5,c119,phi4mini_instruct_triplets,phi4mini_instruct_triplets_clean
19790807024709A,PILOT ABORTED TAKEOFF & WHILE APPLYING BRAKES SEAT CAME LOOSE CAUSING PILOT'S FEET TO RELEASE BRAKES. ACFT CRASHED ,"<PILOT, HAS EFFECT, SEAT CAME LOOSE>
<SEAT, HAS EFFECT, PILOT'S FEET>
<PILOT, HAS EFFECT, RELEASED BRAKES>
<SEAT, HAS EFFECT, CAME LOOSE>
<ACFT, HAS EFFECT, CRASHED>","<PILOT, HAS EFFECT, SEAT CAME LOOSE>
<SEAT, HAS EFFECT, PILOT'S FEET>
<PILOT, HAS EFFECT, RELEASED BRAKES>
<SEAT, HAS EFFECT, CAME LOOSE>
<ACFT, HAS EFFECT, CRASHED>"
19790813030889I,PILOT FAILED TO SECURE OIL CAP PROPERLY AT PREVIOUS STOP. LANDED WITH LOW OIL PRESSURE.                            ,"<PILOT, FAILED TO SECURE OIL CAP PROPERLY, OIL CAP>
<PILOT, LANDED WITH, LOW OIL PRESSURE, OIL>","<PILOT, FAILED TO SECURE OIL CAP PROPERLY, OIL CAP>
<PILOT, LANDED WITH, LOW OIL PRESSURE, OIL>"
19790703018439I,ENGINE STOPPED SHORTLY AFTER TAKE-OFF. AIRCRAFT STRUCK RUNWAY GEAR UP. PILOT DRAINED 3 QUARTS OF WATER FROM TANKS. ,"<ENGINE, HAS EFFECT, STOPPED SHORTLY AFTER TAKE-OFF>
<AIRCRAFT, STRUCK, RUNWAY GEAR UP>
<PILOT, USED, DRAINED 3 QUARTS OF WATER FROM TANKS>","<ENGINE, HAS EFFECT, STOPPED SHORTLY AFTER TAKE-OFF>
<AIRCRAFT, STRUCK, RUNWAY GEAR UP>
<PILOT, USED, DRAINED 3 QUARTS OF WATER FROM TANKS>"
19790807029669I,AIRSPEED INDICATOR INOP DUE TO PLUG ON END OF PITOT TUBE. LOST DIRECTIONAL CONTROL ON LANDING. ILLEGAL SOLO.       ,,
19790823023209I,AIRCRAFT RAN OFF RUNWAY DURING LANDING ROLL. BRAKE DISC PADS TOTALLY WORN.                                         ,"<AIRCRAFT, HAS EFFECT, BRAKE DISC PADS TOTALLY WORN>","<AIRCRAFT, HAS EFFECT, BRAKE DISC PADS TOTALLY WORN>"
19790813023739A,ENGINE FAILED DUE TO WATER AND TRASH IN FUEL. AIRCRAFT REFUELED FROM A BARREL. NO FILTER USED.                     ,"<ENGINE, HAS CAUSE, WATER AND TRASH IN FUEL>
<ENGINE, HAS CAUSE, NO FILTER USED>","<ENGINE, HAS CAUSE, WATER AND TRASH IN FUEL>
<ENGINE, HAS CAUSE, NO FILTER USED>"
19790728024469A,"OIL FILLER CAP WAS LOOSE. NO OIL FOUND AT WRECK SIGHT, ALTHOUGH A HOLE WAS KNOCKED IN OIL PAN BY IMPACT FORCES.    ",,
19790817031829I,ZA ZG STUDENT PILOT RAN OUT OF GAS AFTER 1 HOUR FLIGHT. FUEL GAUGES ALSO READ INCORRECTLY.                         ,"<ZA ZG STUDENT PILOT, HAS EFFECT, RAN OUT OF GAS>
<ZA ZG STUDENT PILOT, HAS EFFECT, FUEL GAUGES READ INCORRECTLY>","<ZA ZG STUDENT PILOT, HAS EFFECT, RAN OUT OF GAS>
<ZA ZG STUDENT PILOT, HAS EFFECT, FUEL GAUGES READ INCORRECTLY>"
19790705018829I,"ENGINE QUIT ON TAKEOFF DUE TO WATER IN FUEL. PILOT LANDED GEAR UP, HAD FAILED TO DRAIN WING SUMPS IN PREFLIGHT.    ","<ENGINE QUIT ON TAKEOFF DUE TO WATER IN FUEL, CAUSED, PILOT LANDED GEAR UP>
<PILOT LANDED GEAR UP, HAS EFFECT, FAILED TO DRAIN WING SUMPS IN PREFLIGHT>","<ENGINE QUIT ON TAKEOFF DUE TO WATER IN FUEL, CAUSED, PILOT LANDED GEAR UP>
<PILOT LANDED GEAR UP, HAS EFFECT, FAILED TO DRAIN WING SUMPS IN PREFLIGHT>"
19790816031569I,FLUCTUATION AND GRADUAL LOSS OF OIL PRESSURE BEFORE SHUTTING ENGINE DOWN. LOOSE OIL FILLER CAP.                    ,"<LOOSE OIL FILLER CAP, HAS EFFECT, FLUCTUATION AND GRADUAL LOSS OF OIL PRESSURE>
<LOOSE OIL FILLER CAP, HAS EFFECT, SHUTTING ENGINE DOWN>","<LOOSE OIL FILLER CAP, HAS EFFECT, FLUCTUATION AND GRADUAL LOSS OF OIL PRESSURE>
<LOOSE OIL FILLER CAP, HAS EFFECT, SHUTTING ENGINE DOWN>"
19790820032669I,WHILE EN ROUTE OIL PRESSURE DROPPED TO 10 PSI. LANDED ON HIGHWAY AND FOUND OIL CAP HAD NOT BEEN PROPERLY SEATED.   ,"<EN ROUTE OIL PRESSURE, HAS EFFECT, 10 PSI>
<LANDING, LOCATION, HIGHWAY>
<LANDING, HAS EFFECT, OIL CAP NOT PROPERLY SEATED>","<EN ROUTE OIL PRESSURE, HAS EFFECT, 10 PSI>
<LANDING, LOCATION, HIGHWAY>
<LANDING, HAS EFFECT, OIL CAP NOT PROPERLY SEATED>"
19790729018879A,NOSE GEAR COLLAPSED ON LANDING ROLL. FOUND HYDRAULIC RESERVOIR TOO LOW ON FLUID TO OPERATE LANDING GEAR.           ,"<NOS EWHEEL, HAS EFFECT, NOSE GEAR COLLAPSED ON LANDING ROLL>
<NOS EWHEEL, HAS EFFECT, HYDRAULIC RESERVOIR TOO LOW ON FLUID TO OPERATE LANDING GEAR>","<NOS EWHEEL, HAS EFFECT, NOSE GEAR COLLAPSED ON LANDING ROLL>
<NOS EWHEEL, HAS EFFECT, HYDRAULIC RESERVOIR TOO LOW ON FLUID TO OPERATE LANDING GEAR>"
19790829023019A,ENGINE STOPPED DURING SPRAY RUN. LANDED IN SOYBEAN FIELD. FLIPPED OVER. WATER IN FUEL.                             ,"<ENGINE, HAS EFFECT, LANDED IN SOYBEAN FIELD>
<ENGINE, HAS EFFECT, FLIPPED OVER>
<ENGINE, HAS EFFECT, WATER IN FUEL>","<ENGINE, HAS EFFECT, LANDED IN SOYBEAN FIELD>
<ENGINE, HAS EFFECT, FLIPPED OVER>
<ENGINE, HAS EFFECT, WATER IN FUEL>"
19790801021959A,ENGINE FAILURE DUE TO WATER IN FUEL.                                                                               ,"<ENGINE FAILURE, HAS EFFECT, WATER IN FUEL>","<ENGINE FAILURE, HAS EFFECT, WATER IN FUEL>"
19790820029909A,"CABIN DOOR OPENED ON TAKEOFF ROLL. PILOT ABORTED TAKEOFF. UNABLE TO STOP ON RUNWAY, RAN OFF END INTO ROCKS.        ","<CABIN DOOR, EVENT DISTANCE, OPENED ON TAKEOFF ROLL>
<ABORTED TAKEOFF, CAUSE, CABIN DOOR OPENED ON TAKEOFF ROLL>
<ABORTED TAKEOFF, EFFECT, RAN OFF END INTO ROCKS>","<CABIN DOOR, EVENT DISTANCE, OPENED ON TAKEOFF ROLL>
<ABORTED TAKEOFF, CAUSE, CABIN DOOR OPENED ON TAKEOFF ROLL>
<ABORTED TAKEOFF, EFFECT, RAN OFF END INTO ROCKS>"
19790812030579I,"DURING TAKEOFF ROLL, GEAR COLLAPSED. GEAR SWITCH IN UP POSITION.                                                   ","<GEAR SWITCH, HAS EFFECT, GEAR COLLAPSED>
<GEAR, HAS EFFECT, GEAR SWITCH IN UP POSITION>","<GEAR SWITCH, HAS EFFECT, GEAR COLLAPSED>
<GEAR, HAS EFFECT, GEAR SWITCH IN UP POSITION>"
19790808027309A,ENGINE FAILED DURING TAKEOFF. PILOT ATTEMPTED RETURN TO RUNWAY. INSUFFICIENT ALTITUDE. WATER IN FUEL.              ,"<ENGINE, HAS EFFECT, FAILED DURING TAKEOFF>
<PILOT, FOLLOWS, ATTEMPTED RETURN TO RUNWAY>
<ALTITUDE, HAS EFFECT, INSUFFICIENT>
<FUEL, HAS EFFECT, WATER IN FUEL>","<ENGINE, HAS EFFECT, FAILED DURING TAKEOFF>
<PILOT, FOLLOWS, ATTEMPTED RETURN TO RUNWAY>
<ALTITUDE, HAS EFFECT, INSUFFICIENT>
<FUEL, HAS EFFECT, WATER IN FUEL>"
19790712020439I,STOPPED ON RUNWAY AFTER LANDING. NOSE GEAR TORQUE LINK APEX PIN WAS NOT INSTALLED.                                 ,"<NOSE GEAR TORQUE LINK APEX PIN, NOT INSTALLED, STOPPED ON RUNWAY AFTER LANDING>","<NOSE GEAR TORQUE LINK APEX PIN, NOT INSTALLED, STOPPED ON RUNWAY AFTER LANDING>"
19790716019189I,AIRSTAIR DOOR CAME OPEN AFTER TAKEOFF. DURING LANDING DOOR DRUG ON RUNWAY TEARING LOOSE FROM AIRCRAFT.             ,"<AIRSTAIR DOOR, EVENT DISTANCE, AFTER TAKEOFF>
<LANDING DOOR, EVENT DISTANCE, DURING LANDING>
<LANDING DOOR, LOCATION, RUNWAY, TEARING LOOSE FROM AIRCRAFT>","<AIRSTAIR DOOR, EVENT DISTANCE, AFTER TAKEOFF>
<LANDING DOOR, EVENT DISTANCE, DURING LANDING>
<LANDING DOOR, LOCATION, RUNWAY, TEARING LOOSE FROM AIRCRAFT>"
19790710018689I,ELECTRICAL FAILURE RESULTED IN MANUAL GEAR EXTENSION. PILOT FAILED TO REENGAGE CLUTCH TO LOCK GEAR IN PLACE.       ,,
19790918023659I,PILOT OWNER FORGOT TO RECONNECT NOSE GEAR DOOR RETRACT RODS WHICH RESULTED IN JAMMING THE NOSE GEAR.               ,"<NOSE GEAR DOOR RETRACT RODS, RESULT IN, JAMMED>
<NOSE GEAR DOOR RETRACT RODS, USED BY, PILOT OWNER>","<NOSE GEAR DOOR RETRACT RODS, RESULT IN, JAMMED>
<NOSE GEAR DOOR RETRACT RODS, USED BY, PILOT OWNER>"
19790927050049I,PILOT REPORTED UNSAFE GEAR INDICATION. LANDED WITHOUT INCIDENT. GEAR LIGHT WAS SELECTED TO THE DIM POSITION.       ,"<PILOT, REPORTED, UNSAFE GEAR INDICATION>
<PILOT, LANDED, WITHOUT INCIDENT>
<GEAR LIGHT, SELECTED TO, DIM POSITION>","<PILOT, REPORTED, UNSAFE GEAR INDICATION>
<PILOT, LANDED, WITHOUT INCIDENT>
<GEAR LIGHT, SELECTED TO, DIM POSITION>"
19790928049769I,ENGINE COWL LOOSE IN FLIGHT. ENGINE SHUT DOWN. COWL HAD NOT BEEN PROPERLY SECURED.                                 ,"<ENGINE COWL, HAS EFFECT, ENGINE SHUT DOWN>
<ENGINE COWL, MAINTAINED BY, NOT PROPERLY SECURED>","<ENGINE COWL, HAS EFFECT, ENGINE SHUT DOWN>
<ENGINE COWL, MAINTAINED BY, NOT PROPERLY SECURED>"
19790929049639I,GEAR COLLAPSED 200 FEET AFTER START OF TAKEOFF RUN. SELECTOR SWITCH FOUND NOT IN THE FULL DOWN POSITION.           ,"<SELECTOR SWITCH, NOT IN THE FULL DOWN POSITION, GEAR COLLAPSED>","<SELECTOR SWITCH, NOT IN THE FULL DOWN POSITION, GEAR COLLAPSED>"
19791017051209I,ENGINE STOPPED DUE TO OBSTRUCTED FUEL VENT LINE.                                                                   ,"<ENGINE, HAS EFFECT, ENGINE STOPPED DUE TO OBSTRUCTED FUEL VENT LINE>","<ENGINE, HAS EFFECT, ENGINE STOPPED DUE TO OBSTRUCTED FUEL VENT LINE>"
19791022054789I,ENGINE STOPPED DUE TO FUEL STARVATION. NEWLY INSTALLED FUEL CAP WAS NOT VENTED.                                    ,"<NEWLY INSTALLED FUEL CAP, HAS EFFECT, ENGINE STOPPED DUE TO FUEL STARVATION>
<NEWLY INSTALLED FUEL CAP, USED BY, ENGINE>","<NEWLY INSTALLED FUEL CAP, HAS EFFECT, ENGINE STOPPED DUE TO FUEL STARVATION>
<NEWLY INSTALLED FUEL CAP, USED BY, ENGINE>"
19790904034369I,ZA ZG ZH EMERGENCY LANDING DUE TO FUEL CONTAMINATED WITH WATER.                                                    ,"<ZA ZG ZH EMERGENCY LANDING, CAUSED BY, FUEL CONTAMINATED WITH WATER>","<ZA ZG ZH EMERGENCY LANDING, CAUSED BY, FUEL CONTAMINATED WITH WATER>"
19791022029739A,ENGINE STOPPED AFTER LIFTOFF ON A TOUCH AND GO LANDING. HIT TREES. FOUND WATER IN FUEL.                            ,"<ENGINE, HAS EFFECT, HIT TREES>
<ENGINE, HAS EFFECT, FOUND WATER IN FUEL>","<ENGINE, HAS EFFECT, HIT TREES>
<ENGINE, HAS EFFECT, FOUND WATER IN FUEL>"
19791030053329I,PILOT TOOK OFF AND CONTINUED NIGHT FLIGHT WITH BATTERY DISCHARING. MISUSED EMERGENCY GEAR SYSTEM.                  ,"<PILOT, USED BY, NIGHT FLIGHT>
<PILOT, USED BY, EMERGENCY GEAR SYSTEM>
<EMERGENCY GEAR SYSTEM, MISUSED BY, PILOT>","<PILOT, USED BY, NIGHT FLIGHT>
<PILOT, USED BY, EMERGENCY GEAR SYSTEM>
<EMERGENCY GEAR SYSTEM, MISUSED BY, PILOT>"
19791108054919I,"COCKPIT DOOR PARTIALLY OPENED AT ROTATION. PILOT ABORTED, RAN OFF END OF RUNWAY. PROP AND ONE MAIN GEAR DAMAGED.   ","<COCKPIT DOOR, EVENT DISTANCE, PARTIALLY OPENED AT ROTATION>
<PILOT, ACTION, ABORTED>
<PILOT, EVENT DISTANCE, RAN OFF END OF RUNWAY>
<PROP, CONDITION, DAMAGED>
<MAIN GEAR, CONDITION, DAMAGED>","<COCKPIT DOOR, EVENT DISTANCE, PARTIALLY OPENED AT ROTATION>
<PILOT, ACTION, ABORTED>
<PILOT, EVENT DISTANCE, RAN OFF END OF RUNWAY>
<PROP, CONDITION, DAMAGED>
<MAIN GEAR, CONDITION, DAMAGED>"
19790916031359A,ENGINE STOPPED ON TAKEOFF. LANDED OFF END RUNWAY. FOUND WATER IN FUEL SYSTEM.                                      ,"<ENGINE, HAS EFFECT, LANDED OFF END RUNWAY>
<FUEL SYSTEM, HAS EFFECT, LANDED OFF END RUNWAY>
<FUEL SYSTEM, HAS EFFECT, FOUND WATER IN FUEL>","<ENGINE, HAS EFFECT, LANDED OFF END RUNWAY>
<FUEL SYSTEM, HAS EFFECT, LANDED OFF END RUNWAY>
<FUEL SYSTEM, HAS EFFECT, FOUND WATER IN FUEL>"
19790919027319A,ENGINE FAILED DURING TAKEOFF DUE TO WATER IN FUEL. AIRCRAFT CRASHED DURING ATTEMPTED EMERGENCY LANDING.            ,"<ENGINE, HAS EFFECT, AIRCRAFT CRASHED DURING ATTEMPTED EMERGENCY LANDING>
<ENGINE, HAS CAUSE, WATER IN FUEL>","<ENGINE, HAS EFFECT, AIRCRAFT CRASHED DURING ATTEMPTED EMERGENCY LANDING>
<ENGINE, HAS CAUSE, WATER IN FUEL>"
19791102034159A,PILOT ATTEMPTED 180 DEGREE TURN WHEN ENGINE FAILED AFTER TAKEOFF. ENGINE FAILURE ATTRIBUTED TO WATR IN FUEL.       ,"<PILOT, HAS EFFECT, ENGINE FAILURE>
<ENGINE FAILURE, HAS CAUSE, WATR IN FUEL>","<PILOT, HAS EFFECT, ENGINE FAILURE>
<ENGINE FAILURE, HAS CAUSE, WATR IN FUEL>"
19791103056779I,"ENGINE QUIT FROM TOO RICH A MIXTURE, LANDED SHORT. PRIMER WAS UNLOCKED, MIXTURE FULL RICH, CARB HEAT ON.           ","<ENGINE QUIT, HAS CAUSE, TOO RICH A MIXTURE>
<LANDED SHORT, HAS EFFECT, ENGINE QUIT>
<PRIMER WAS UNLOCKED, HAS EFFECT, MIXTURE FULL RICH>
<MIXTURE FULL RICH, HAS EFFECT, CARB HEAT ON>","<ENGINE QUIT, HAS CAUSE, TOO RICH A MIXTURE>
<LANDED SHORT, HAS EFFECT, ENGINE QUIT>
<PRIMER WAS UNLOCKED, HAS EFFECT, MIXTURE FULL RICH>
<MIXTURE FULL RICH, HAS EFFECT, CARB HEAT ON>"
